timestamp,intersection_id,intersection_name,district,lane_id,vehicle_count,vehicle_type,queue_length,avg_speed,inflow,outflow,weather,signal_state,congestion_index,cycle_sec,yellow_sec,green_sec,red_sec,LOS
1/1/2025 16:30,8,Сансарын туннель,БЗД,3,20,car,14.3,10.8,19,16,Clear,green,0.46,110,3,55,52,D
1/1/2025 16:45,8,Сансарын туннель,БЗД,1,3,bus,14.9,9.8,3,2,Rain,green,0.38,110,3,55,52,D
1/1/2025 16:45,8,Сансарын туннель,БЗД,2,15,car,15.1,10,15,12,Cloudy,red,0.39,110,3,55,52,D
1/1/2025 16:45,8,Сансарын туннель,БЗД,3,16,car,17.4,11.2,16,13,Clear,red,0.38,110,3,55,52,D
1/1/2025 17:00,8,Сансарын туннель,БЗД,1,25,car,28.7,9.1,23,24,Snow,green,0.63,110,3,55,52,E
1/1/2025 17:00,8,Сансарын туннель,БЗД,2,30,car,18.6,11.2,28,29,Clear,green,0.65,110,3,55,52,E
1/1/2025 17:00,8,Сансарын туннель,БЗД,3,29,car,22.3,9.8,31,24,Clear,green,0.68,110,3,55,52,E
1/1/2025 17:15,8,Сансарын туннель,БЗД,1,21,car,21.9,9.8,20,20,Clear,green,0.59,110,3,55,52,E
1/1/2025 17:15,8,Сансарын туннель,БЗД,2,27,car,23,10.3,26,25,Clear,red,0.54,110,3,55,52,E
1/1/2025 17:15,8,Сансарын туннель,БЗД,3,4,bus,26.4,9.1,4,3,Fog,red,0.63,110,3,55,52,E
1/1/2025 17:30,8,Сансарын туннель,БЗД,1,31,car,24,9.2,28,26,Clear,red,0.6,110,3,55,52,E
1/1/2025 17:30,8,Сансарын туннель,БЗД,2,31,car,24.4,11.9,31,25,Clear,green,0.64,110,3,55,52,E
1/1/2025 17:30,8,Сансарын туннель,БЗД,3,27,car,23.4,9,26,22,Snow,green,0.71,110,3,55,52,F
1/1/2025 17:45,8,Сансарын туннель,БЗД,1,26,car,22,10.2,26,24,Cloudy,green,0.58,110,3,55,52,E
1/1/2025 17:45,8,Сансарын туннель,БЗД,2,11,bus,21.4,9.5,10,9,Clear,red,0.59,110,3,55,52,E
1/1/2025 17:45,8,Сансарын туннель,БЗД,3,30,car,16,10.8,31,24,Clear,green,0.62,110,3,55,52,E
1/1/2025 18:00,8,Сансарын туннель,БЗД,1,5,truck,24.9,7.8,5,4,Clear,red,0.69,110,3,55,52,E
1/1/2025 18:00,8,Сансарын туннель,БЗД,2,25,car,25.8,9.1,25,22,Cloudy,red,0.7,110,3,55,52,E
1/1/2025 18:00,8,Сансарын туннель,БЗД,3,31,car,21,7.1,30,26,Rain,green,0.64,110,3,55,52,E
1/1/2025 18:15,8,Сансарын туннель,БЗД,1,8,bus,24.3,9.9,8,7,Clear,green,0.68,110,3,55,52,E
1/1/2025 18:15,8,Сансарын туннель,БЗД,2,28,car,30.1,9.2,25,24,Clear,red,0.64,110,3,55,52,E
1/1/2025 18:15,8,Сансарын туннель,БЗД,3,27,car,26.3,9.6,26,23,Cloudy,green,0.58,110,3,55,52,E
1/1/2025 18:30,8,Сансарын туннель,БЗД,1,28,car,25.1,8.7,28,24,Cloudy,red,0.66,110,3,55,52,E
1/1/2025 18:30,8,Сансарын туннель,БЗД,2,25,car,21.2,9.8,23,21,Clear,red,0.57,110,3,55,52,E
1/1/2025 18:30,8,Сансарын туннель,БЗД,3,28,car,23.2,7.8,30,25,Snow,green,0.69,110,3,55,52,E
1/1/2025 18:45,8,Сансарын туннель,БЗД,1,28,car,19.8,10.6,27,22,Clear,red,0.57,110,3,55,52,E
1/1/2025 18:45,8,Сансарын туннель,БЗД,2,25,car,23,9.5,23,21,Clear,green,0.56,110,3,55,52,E
1/1/2025 18:45,8,Сансарын туннель,БЗД,3,24,car,22.1,7.9,22,20,Rain,green,0.56,110,3,55,52,E
1/1/2025 19:00,8,Сансарын туннель,БЗД,1,10,bus,19.3,6.8,9,9,Snow,green,0.53,110,3,55,52,E
1/1/2025 19:00,8,Сансарын туннель,БЗД,2,6,bus,22.2,11.3,6,5,Cloudy,green,0.62,110,3,55,52,E
1/1/2025 19:00,8,Сансарын туннель,БЗД,3,28,car,19.5,5.9,28,26,Snow,green,0.55,110,3,55,52,E
1/1/2025 19:15,8,Сансарын туннель,БЗД,1,26,car,30.5,10.2,25,25,Fog,red,0.63,110,3,55,52,E
1/1/2025 19:15,8,Сансарын туннель,БЗД,2,6,truck,22.7,12.2,6,5,Clear,green,0.72,110,3,55,52,F
1/1/2025 19:15,8,Сансарын туннель,БЗД,3,6,bus,33.4,12.5,5,4,Clear,green,0.64,110,3,55,52,E
1/1/2025 19:30,8,Сансарын туннель,БЗД,1,5,bus,18,10.1,4,4,Cloudy,red,0.67,110,3,55,52,E
1/1/2025 19:30,8,Сансарын туннель,БЗД,2,8,bus,18.9,9.7,8,7,Rain,red,0.59,110,3,55,52,E
1/1/2025 19:30,8,Сансарын туннель,БЗД,3,24,car,26,11.4,23,23,Clear,red,0.61,110,3,55,52,E
1/1/2025 19:45,8,Сансарын туннель,БЗД,1,26,car,24,10.1,27,25,Clear,green,0.59,110,3,55,52,E
1/1/2025 19:45,8,Сансарын туннель,БЗД,2,29,car,25.8,11.2,29,28,Clear,red,0.59,110,3,55,52,E
1/1/2025 19:45,8,Сансарын туннель,БЗД,3,6,bus,23.4,9.2,5,4,Clear,red,0.57,110,3,55,52,E
1/1/2025 20:00,8,Сансарын туннель,БЗД,1,0,bus,0,0,0,0,Clear,red,0.19,110,3,55,52,B
1/1/2025 20:00,8,Сансарын туннель,БЗД,2,8,car,6.1,9.3,8,6,Rain,green,0.2,110,3,55,52,B
1/1/2025 20:00,8,Сансарын туннель,БЗД,3,6,car,6.7,11.7,5,5,Clear,green,0.2,110,3,55,52,B
1/1/2025 20:15,8,Сансарын туннель,БЗД,1,12,car,17.7,9.6,11,10,Snow,green,0.28,110,3,55,52,C
1/1/2025 20:15,8,Сансарын туннель,БЗД,2,14,car,6.8,11.2,14,13,Clear,red,0.29,110,3,55,52,C
1/1/2025 20:15,8,Сансарын туннель,БЗД,3,10,car,5.1,13.6,10,9,Clear,green,0.26,110,3,55,52,C
1/1/2025 20:30,8,Сансарын туннель,БЗД,1,13,car,9,11.4,14,11,Clear,green,0.26,110,3,55,52,C
1/1/2025 20:30,8,Сансарын туннель,БЗД,2,0,truck,0,0,0,0,Cloudy,green,0.25,110,3,55,52,B
1/1/2025 20:30,8,Сансарын туннель,БЗД,3,2,truck,5.7,12.5,2,1,Cloudy,green,0.22,110,3,55,52,B
1/1/2025 20:45,8,Сансарын туннель,БЗД,1,8,car,4.8,11.2,7,6,Clear,red,0.2,110,3,55,52,B
1/1/2025 20:45,8,Сансарын туннель,БЗД,2,3,bus,8.8,11.8,3,2,Rain,red,0.21,110,3,55,52,B
1/1/2025 20:45,8,Сансарын туннель,БЗД,3,7,car,11.6,12.5,7,5,Cloudy,red,0.2,110,3,55,52,B
1/1/2025 21:00,8,Сансарын туннель,БЗД,1,1,bus,9.3,8.5,0,0,Fog,red,0.2,110,3,55,52,B
1/1/2025 21:00,8,Сансарын туннель,БЗД,2,5,car,7.6,13.6,5,4,Clear,red,0.22,110,3,55,52,B
1/1/2025 21:00,8,Сансарын туннель,БЗД,3,10,car,7.8,11.5,9,8,Clear,green,0.2,110,3,55,52,B
1/1/2025 21:15,8,Сансарын туннель,БЗД,1,15,car,4.1,11,15,14,Clear,red,0.24,110,3,55,52,B
1/1/2025 21:15,8,Сансарын туннель,БЗД,2,5,bus,1.8,8.8,4,4,Cloudy,red,0.25,110,3,55,52,B
1/1/2025 21:15,8,Сансарын туннель,БЗД,3,11,car,13.4,9.8,10,10,Snow,green,0.29,110,3,55,52,C
1/1/2025 21:30,8,Сансарын туннель,БЗД,1,4,car,5.8,14,3,3,Clear,green,0.13,110,3,55,52,A
1/1/2025 21:30,8,Сансарын туннель,БЗД,2,5,car,6.7,12.6,4,4,Clear,green,0.15,110,3,55,52,A
1/1/2025 21:30,8,Сансарын туннель,БЗД,3,8,car,5.8,12.5,7,7,Cloudy,green,0.15,110,3,55,52,A
1/1/2025 21:45,8,Сансарын туннель,БЗД,1,0,truck,0,0,0,0,Clear,green,0.23,110,3,55,52,B
1/1/2025 21:45,8,Сансарын туннель,БЗД,2,12,car,6.2,11.2,12,10,Clear,green,0.24,110,3,55,52,B
1/1/2025 21:45,8,Сансарын туннель,БЗД,3,11,car,8.1,11.8,10,10,Clear,green,0.22,110,3,55,52,B
1/1/2025 22:00,8,Сансарын туннель,БЗД,1,6,car,8.8,11.5,6,5,Clear,red,0.22,110,3,55,52,B
1/1/2025 22:00,8,Сансарын туннель,БЗД,2,8,car,9.6,9.8,7,7,Cloudy,green,0.26,110,3,55,52,C
1/1/2025 22:00,8,Сансарын туннель,БЗД,3,8,car,8.1,13.3,8,7,Clear,red,0.25,110,3,55,52,B
1/1/2025 22:15,8,Сансарын туннель,БЗД,1,8,car,6.8,10.4,7,7,Fog,green,0.14,110,3,55,52,A
1/1/2025 22:15,8,Сансарын туннель,БЗД,2,1,truck,1.1,8.8,0,0,Snow,green,0.14,110,3,55,52,A
1/1/2025 22:15,8,Сансарын туннель,БЗД,3,9,car,2,11.7,8,7,Clear,red,0.15,110,3,55,52,A
1/1/2025 22:30,8,Сансарын туннель,БЗД,1,0,bus,0,0,0,0,Snow,green,0.13,110,3,55,52,A
1/1/2025 22:30,8,Сансарын туннель,БЗД,2,8,car,9.3,11,8,6,Clear,green,0.13,110,3,55,52,A
1/1/2025 22:30,8,Сансарын туннель,БЗД,3,8,car,4.3,9.4,7,7,Snow,green,0.14,110,3,55,52,A
1/1/2025 22:45,8,Сансарын туннель,БЗД,1,11,car,3.5,11.7,11,10,Clear,green,0.22,110,3,55,52,B
1/1/2025 22:45,8,Сансарын туннель,БЗД,2,10,car,12.4,11,10,9,Clear,red,0.19,110,3,55,52,B
1/1/2025 22:45,8,Сансарын туннель,БЗД,3,9,car,6,12.3,9,7,Clear,red,0.22,110,3,55,52,B
1/1/2025 23:00,8,Сансарын туннель,БЗД,1,1,bus,2.2,13.7,0,0,Clear,red,0.13,110,3,55,52,A
1/1/2025 23:00,8,Сансарын туннель,БЗД,2,3,truck,3.6,10.1,3,2,Rain,red,0.15,110,3,55,52,A
1/1/2025 23:00,8,Сансарын туннель,БЗД,3,4,car,5.6,10.5,3,3,Snow,green,0.14,110,3,55,52,A
1/1/2025 23:15,8,Сансарын туннель,БЗД,1,11,car,10.9,9.3,10,9,Fog,red,0.22,110,3,55,52,B
1/1/2025 23:15,8,Сансарын туннель,БЗД,2,5,car,6.5,12.3,5,4,Cloudy,red,0.2,110,3,55,52,B
1/1/2025 23:15,8,Сансарын туннель,БЗД,3,13,car,10.4,10.9,13,10,Clear,green,0.23,110,3,55,52,B
1/1/2025 23:30,8,Сансарын туннель,БЗД,1,5,car,9.5,12,5,4,Clear,red,0.22,110,3,55,52,B
1/1/2025 23:30,8,Сансарын туннель,БЗД,2,11,car,7.6,9.1,12,10,Rain,green,0.22,110,3,55,52,B
1/1/2025 23:30,8,Сансарын туннель,БЗД,3,7,car,7.7,12.3,7,6,Cloudy,red,0.2,110,3,55,52,B
1/1/2025 23:45,8,Сансарын туннель,БЗД,1,7,car,6.9,7.9,6,6,Snow,green,0.2,110,3,55,52,B
1/1/2025 23:45,8,Сансарын туннель,БЗД,2,3,bus,5.2,9.7,3,2,Rain,red,0.19,110,3,55,52,B
1/1/2025 23:45,8,Сансарын туннель,БЗД,3,8,car,1.9,10.3,7,7,Clear,green,0.19,110,3,55,52,B
1/2/2025 0:00,8,Сансарын туннель,БЗД,1,2,bus,5.6,11.3,1,1,Clear,red,0.14,110,3,55,52,A
1/2/2025 0:00,8,Сансарын туннель,БЗД,2,7,car,6.5,12.9,7,6,Clear,green,0.13,110,3,55,52,A
1/2/2025 0:00,8,Сансарын туннель,БЗД,3,7,car,1.8,13.3,7,6,Clear,green,0.14,110,3,55,52,A
1/2/2025 0:15,8,Сансарын туннель,БЗД,1,15,car,4.6,11.6,14,14,Clear,green,0.3,110,3,55,52,C
1/2/2025 0:15,8,Сансарын туннель,БЗД,2,14,car,8.6,10.2,15,13,Rain,red,0.29,110,3,55,52,C
1/2/2025 0:15,8,Сансарын туннель,БЗД,3,15,car,15.4,12.6,14,13,Clear,red,0.28,110,3,55,52,C
1/2/2025 0:30,8,Сансарын туннель,БЗД,1,2,bus,13.6,7.6,2,1,Snow,red,0.28,110,3,55,52,C
1/2/2025 0:30,8,Сансарын туннель,БЗД,2,12,car,6.7,9.9,12,11,Rain,red,0.27,110,3,55,52,C
1/2/2025 0:30,8,Сансарын туннель,БЗД,3,13,car,13,13.7,14,11,Clear,green,0.27,110,3,55,52,C
1/2/2025 0:45,8,Сансарын туннель,БЗД,1,12,car,7.4,11.6,11,11,Clear,green,0.28,110,3,55,52,C
1/2/2025 0:45,8,Сансарын туннель,БЗД,2,5,bus,14.5,12.3,5,4,Clear,red,0.27,110,3,55,52,C
1/2/2025 0:45,8,Сансарын туннель,БЗД,3,13,car,12.1,9.5,12,10,Rain,red,0.27,110,3,55,52,C
1/2/2025 1:00,8,Сансарын туннель,БЗД,1,5,car,8.6,13.4,4,4,Clear,red,0.14,110,3,55,52,A
1/2/2025 1:00,8,Сансарын туннель,БЗД,2,7,car,0,11.7,7,6,Cloudy,green,0.13,110,3,55,52,A
1/2/2025 1:00,8,Сансарын туннель,БЗД,3,4,car,7.4,12.2,3,3,Clear,green,0.15,110,3,55,52,A
1/2/2025 1:15,8,Сансарын туннель,БЗД,1,5,bus,7.3,12.9,5,4,Clear,green,0.22,110,3,55,52,B
1/2/2025 1:15,8,Сансарын туннель,БЗД,2,0,bus,0,0,0,0,Clear,green,0.21,110,3,55,52,B
1/2/2025 1:15,8,Сансарын туннель,БЗД,3,6,car,6.5,11,6,5,Snow,red,0.22,110,3,55,52,B
1/2/2025 1:30,8,Сансарын туннель,БЗД,1,10,car,8.3,12.7,9,9,Clear,red,0.24,110,3,55,52,B
1/2/2025 1:30,8,Сансарын туннель,БЗД,2,10,car,3.3,12.7,10,8,Clear,red,0.23,110,3,55,52,B
1/2/2025 1:30,8,Сансарын туннель,БЗД,3,3,bus,13.1,11.3,2,2,Fog,red,0.25,110,3,55,52,B
1/2/2025 1:45,8,Сансарын туннель,БЗД,1,10,car,9,11,10,9,Cloudy,green,0.29,110,3,55,52,C
1/2/2025 1:45,8,Сансарын туннель,БЗД,2,0,truck,0,0,0,0,Fog,red,0.28,110,3,55,52,C
1/2/2025 1:45,8,Сансарын туннель,БЗД,3,13,car,8.9,11.4,12,11,Cloudy,green,0.28,110,3,55,52,C
1/2/2025 2:00,8,Сансарын туннель,БЗД,1,9,car,10.7,12.6,8,7,Clear,green,0.22,110,3,55,52,B
1/2/2025 2:00,8,Сансарын туннель,БЗД,2,11,car,7.1,11.4,9,9,Cloudy,green,0.22,110,3,55,52,B
1/2/2025 2:00,8,Сансарын туннель,БЗД,3,10,car,8.6,9.5,10,8,Snow,red,0.25,110,3,55,52,B
1/2/2025 2:15,8,Сансарын туннель,БЗД,1,0,truck,0,0,0,0,Clear,red,0.31,110,3,55,52,C
1/2/2025 2:15,8,Сансарын туннель,БЗД,2,4,bus,7.7,12.1,3,3,Clear,green,0.29,110,3,55,52,C
1/2/2025 2:15,8,Сансарын туннель,БЗД,3,12,car,8,7.1,11,11,Fog,green,0.26,110,3,55,52,C
1/2/2025 2:30,8,Сансарын туннель,БЗД,1,13,car,9.4,10.2,11,12,Cloudy,green,0.24,110,3,55,52,B
1/2/2025 2:30,8,Сансарын туннель,БЗД,2,10,car,15.1,8.2,9,9,Rain,green,0.25,110,3,55,52,B
1/2/2025 2:30,8,Сансарын туннель,БЗД,3,13,car,11.4,11.7,12,11,Clear,red,0.27,110,3,55,52,C
1/2/2025 2:45,8,Сансарын туннель,БЗД,1,14,car,6.1,9.3,13,11,Fog,green,0.28,110,3,55,52,C
1/2/2025 2:45,8,Сансарын туннель,БЗД,2,11,car,9,10.8,11,9,Clear,red,0.32,110,3,55,52,C
1/2/2025 2:45,8,Сансарын туннель,БЗД,3,15,car,13,11.9,13,12,Clear,green,0.32,110,3,55,52,C
1/2/2025 3:00,8,Сансарын туннель,БЗД,1,0,truck,0,0,0,0,Clear,red,0.15,110,3,55,52,A
1/2/2025 3:00,8,Сансарын туннель,БЗД,2,2,truck,7.1,10.6,1,1,Cloudy,red,0.16,110,3,55,52,B
1/2/2025 3:00,8,Сансарын туннель,БЗД,3,2,bus,8.9,11.9,1,1,Cloudy,green,0.16,110,3,55,52,B
1/2/2025 3:15,8,Сансарын туннель,БЗД,1,0,truck,0,0,0,0,Cloudy,red,0.22,110,3,55,52,B
1/2/2025 3:15,8,Сансарын туннель,БЗД,2,11,car,9.3,11.3,10,9,Clear,green,0.23,110,3,55,52,B
1/2/2025 3:15,8,Сансарын туннель,БЗД,3,10,car,11.1,10,9,9,Clear,red,0.27,110,3,55,52,C
1/2/2025 3:30,8,Сансарын туннель,БЗД,1,8,car,5.4,12.3,7,7,Clear,red,0.19,110,3,55,52,B
1/2/2025 3:30,8,Сансарын туннель,БЗД,2,13,car,9.4,11,14,12,Clear,red,0.19,110,3,55,52,B
1/2/2025 3:30,8,Сансарын туннель,БЗД,3,7,car,4.6,10.1,7,6,Cloudy,green,0.21,110,3,55,52,B
1/2/2025 3:45,8,Сансарын туннель,БЗД,1,11,car,12.2,10.5,11,9,Snow,red,0.31,110,3,55,52,C
1/2/2025 3:45,8,Сансарын туннель,БЗД,2,2,bus,5,7.6,1,1,Snow,red,0.33,110,3,55,52,C
1/2/2025 3:45,8,Сансарын туннель,БЗД,3,11,car,11.5,10.1,11,8,Clear,green,0.31,110,3,55,52,C
1/2/2025 4:00,8,Сансарын туннель,БЗД,1,0,bus,0,0,0,0,Fog,green,0.16,110,3,55,52,B
1/2/2025 4:00,8,Сансарын туннель,БЗД,2,8,car,8.3,7.7,8,7,Snow,red,0.16,110,3,55,52,B
1/2/2025 4:00,8,Сансарын туннель,БЗД,3,4,car,6.6,9.1,3,3,Rain,green,0.15,110,3,55,52,A
1/2/2025 4:15,8,Сансарын туннель,БЗД,1,6,car,5.1,9.1,5,5,Snow,red,0.17,110,3,55,52,B
1/2/2025 4:15,8,Сансарын туннель,БЗД,2,9,car,7,8.8,8,7,Snow,green,0.17,110,3,55,52,B
1/2/2025 4:15,8,Сансарын туннель,БЗД,3,8,car,6.1,12.3,7,6,Clear,green,0.17,110,3,55,52,B
1/2/2025 4:30,8,Сансарын туннель,БЗД,1,10,car,9.9,8.6,9,8,Snow,red,0.25,110,3,55,52,B
1/2/2025 4:30,8,Сансарын туннель,БЗД,2,11,car,10.3,11.3,11,10,Clear,red,0.23,110,3,55,52,B
1/2/2025 4:30,8,Сансарын туннель,БЗД,3,9,car,11.7,8.5,8,7,Fog,green,0.21,110,3,55,52,B
1/2/2025 4:45,8,Сансарын туннель,БЗД,1,9,car,8.3,12.1,9,8,Clear,red,0.22,110,3,55,52,B
1/2/2025 4:45,8,Сансарын туннель,БЗД,2,10,car,6.7,11.5,9,8,Clear,green,0.22,110,3,55,52,B
1/2/2025 4:45,8,Сансарын туннель,БЗД,3,13,car,10.9,9.8,14,12,Cloudy,green,0.19,110,3,55,52,B
1/2/2025 5:00,8,Сансарын туннель,БЗД,1,7,car,9.5,11.8,7,5,Clear,green,0.2,110,3,55,52,B
1/2/2025 5:00,8,Сансарын туннель,БЗД,2,12,car,9.3,11.4,11,10,Cloudy,green,0.23,110,3,55,52,B
1/2/2025 5:00,8,Сансарын туннель,БЗД,3,11,car,12.5,10.3,10,8,Cloudy,red,0.23,110,3,55,52,B
1/2/2025 5:15,8,Сансарын туннель,БЗД,1,5,car,9.1,13.1,4,4,Clear,red,0.17,110,3,55,52,B
1/2/2025 5:15,8,Сансарын туннель,БЗД,2,3,bus,5,13.1,2,2,Clear,green,0.17,110,3,55,52,B
1/2/2025 5:15,8,Сансарын туннель,БЗД,3,7,car,6,12.1,6,6,Cloudy,red,0.16,110,3,55,52,B
1/2/2025 5:30,8,Сансарын туннель,БЗД,1,9,car,10.3,7.5,9,8,Snow,green,0.18,110,3,55,52,B
1/2/2025 5:30,8,Сансарын туннель,БЗД,2,8,car,9,13.4,7,7,Clear,green,0.2,110,3,55,52,B
1/2/2025 5:30,8,Сансарын туннель,БЗД,3,0,bus,0,0,0,0,Clear,green,0.2,110,3,55,52,B
1/2/2025 5:45,8,Сансарын туннель,БЗД,1,14,car,4.4,10.9,15,12,Cloudy,red,0.18,110,3,55,52,B
1/2/2025 5:45,8,Сансарын туннель,БЗД,2,6,car,8.3,8.4,6,5,Snow,green,0.18,110,3,55,52,B
1/2/2025 5:45,8,Сансарын туннель,БЗД,3,8,car,2,11.9,8,7,Clear,red,0.17,110,3,55,52,B
1/2/2025 6:00,8,Сансарын туннель,БЗД,1,7,car,8.2,9.3,7,6,Fog,red,0.26,110,3,55,52,C
1/2/2025 6:00,8,Сансарын туннель,БЗД,2,10,car,10.6,10.3,9,9,Snow,red,0.22,110,3,55,52,B
1/2/2025 6:00,8,Сансарын туннель,БЗД,3,11,car,5.5,12.6,11,10,Clear,green,0.27,110,3,55,52,C
1/2/2025 6:15,8,Сансарын туннель,БЗД,1,1,truck,14.7,9.2,0,0,Snow,green,0.32,110,3,55,52,C
1/2/2025 6:15,8,Сансарын туннель,БЗД,2,17,car,12,11.2,16,16,Cloudy,green,0.32,110,3,55,52,C
1/2/2025 6:15,8,Сансарын туннель,БЗД,3,6,bus,7.3,10.6,6,5,Clear,green,0.29,110,3,55,52,C
1/2/2025 6:30,8,Сансарын туннель,БЗД,1,0,truck,0,0,0,0,Clear,green,0.14,110,3,55,52,A
1/2/2025 6:30,8,Сансарын туннель,БЗД,2,3,car,2.9,7.9,3,2,Snow,red,0.14,110,3,55,52,A
1/2/2025 6:30,8,Сансарын туннель,БЗД,3,7,car,5.4,12.7,7,6,Clear,red,0.14,110,3,55,52,A
1/2/2025 6:45,8,Сансарын туннель,БЗД,1,11,car,11.4,11.8,11,9,Clear,green,0.25,110,3,55,52,B
1/2/2025 6:45,8,Сансарын туннель,БЗД,2,2,truck,6.6,12.3,1,1,Cloudy,green,0.23,110,3,55,52,B
1/2/2025 6:45,8,Сансарын туннель,БЗД,3,11,car,10.2,10,11,9,Cloudy,red,0.22,110,3,55,52,B
1/2/2025 7:00,8,Сансарын туннель,БЗД,1,27,car,28.5,7.6,29,26,Cloudy,red,0.62,110,3,55,52,E
1/2/2025 7:00,8,Сансарын туннель,БЗД,2,29,car,21.4,10.6,30,25,Clear,red,0.68,110,3,55,52,E
1/2/2025 7:00,8,Сансарын туннель,БЗД,3,7,truck,29,9.5,7,6,Cloudy,red,0.61,110,3,55,52,E
1/2/2025 7:15,8,Сансарын туннель,БЗД,1,27,car,25.2,11.6,26,22,Clear,red,0.65,110,3,55,52,E
1/2/2025 7:15,8,Сансарын туннель,БЗД,2,24,car,24.5,10.3,23,20,Clear,red,0.64,110,3,55,52,E
1/2/2025 7:15,8,Сансарын туннель,БЗД,3,7,bus,22.7,9.9,6,6,Cloudy,green,0.6,110,3,55,52,E
1/2/2025 7:30,8,Сансарын туннель,БЗД,1,25,car,26.8,7.9,26,21,Rain,red,0.58,110,3,55,52,E
1/2/2025 7:30,8,Сансарын туннель,БЗД,2,26,car,23.4,11.3,28,25,Clear,red,0.67,110,3,55,52,E
1/2/2025 7:30,8,Сансарын туннель,БЗД,3,24,car,28.4,9.7,26,19,Clear,green,0.59,110,3,55,52,E
1/2/2025 7:45,8,Сансарын туннель,БЗД,1,28,car,21.6,9.4,27,24,Clear,red,0.63,110,3,55,52,E
1/2/2025 7:45,8,Сансарын туннель,БЗД,2,27,car,24.6,9.8,25,26,Cloudy,green,0.62,110,3,55,52,E
1/2/2025 7:45,8,Сансарын туннель,БЗД,3,28,car,25.5,7.3,25,22,Fog,green,0.67,110,3,55,52,E
1/2/2025 8:00,8,Сансарын туннель,БЗД,1,25,car,25.2,7,25,21,Rain,green,0.55,110,3,55,52,E
1/2/2025 8:00,8,Сансарын туннель,БЗД,2,26,car,25.4,9.7,24,22,Clear,green,0.63,110,3,55,52,E
1/2/2025 8:00,8,Сансарын туннель,БЗД,3,4,truck,24.5,11.8,4,3,Cloudy,red,0.58,110,3,55,52,E
1/2/2025 8:15,8,Сансарын туннель,БЗД,1,26,car,22.6,9.7,25,23,Snow,green,0.61,110,3,55,52,E
1/2/2025 8:15,8,Сансарын туннель,БЗД,2,26,car,22.4,8.9,26,24,Rain,green,0.63,110,3,55,52,E
1/2/2025 8:15,8,Сансарын туннель,БЗД,3,6,bus,18.8,11,5,5,Cloudy,green,0.55,110,3,55,52,E
1/2/2025 8:30,8,Сансарын туннель,БЗД,1,9,bus,23.1,9.3,9,8,Cloudy,green,0.6,110,3,55,52,E
1/2/2025 8:30,8,Сансарын туннель,БЗД,2,25,car,20.7,11.3,22,22,Clear,green,0.54,110,3,55,52,E
1/2/2025 8:30,8,Сансарын туннель,БЗД,3,25,car,18.4,11.5,23,20,Clear,green,0.61,110,3,55,52,E
1/2/2025 8:45,8,Сансарын туннель,БЗД,1,8,bus,23.7,9,8,6,Cloudy,green,0.55,110,3,55,52,E
1/2/2025 8:45,8,Сансарын туннель,БЗД,2,3,truck,19.4,9.7,2,2,Cloudy,red,0.61,110,3,55,52,E
1/2/2025 8:45,8,Сансарын туннель,БЗД,3,5,bus,21.1,9,4,4,Fog,green,0.6,110,3,55,52,E
1/2/2025 9:00,8,Сансарын туннель,БЗД,1,27,car,20.1,10.8,29,21,Clear,red,0.64,110,3,55,52,E
1/2/2025 9:00,8,Сансарын туннель,БЗД,2,28,car,18.1,9.2,27,27,Snow,green,0.63,110,3,55,52,E
1/2/2025 9:00,8,Сансарын туннель,БЗД,3,6,truck,26,10,5,5,Clear,green,0.65,110,3,55,52,E
1/2/2025 9:15,8,Сансарын туннель,БЗД,1,32,car,26.1,10.7,29,27,Cloudy,red,0.6,110,3,55,52,E
1/2/2025 9:15,8,Сансарын туннель,БЗД,2,27,car,24.7,10.7,24,25,Cloudy,red,0.69,110,3,55,52,E
1/2/2025 9:15,8,Сансарын туннель,БЗД,3,6,bus,22,10.5,6,5,Cloudy,green,0.6,110,3,55,52,E
1/2/2025 9:30,8,Сансарын туннель,БЗД,1,6,bus,25.3,11.5,6,5,Cloudy,green,0.56,110,3,55,52,E
1/2/2025 9:30,8,Сансарын туннель,БЗД,2,24,car,22.4,11.9,22,19,Cloudy,green,0.64,110,3,55,52,E
1/2/2025 9:30,8,Сансарын туннель,БЗД,3,28,car,25.7,10.6,30,23,Clear,green,0.59,110,3,55,52,E
1/2/2025 9:45,8,Сансарын туннель,БЗД,1,33,car,23.2,11.9,35,30,Clear,red,0.66,110,3,55,52,E
1/2/2025 9:45,8,Сансарын туннель,БЗД,2,29,car,26.9,9.9,27,27,Snow,green,0.6,110,3,55,52,E
1/2/2025 9:45,8,Сансарын туннель,БЗД,3,31,car,25.1,11.1,31,27,Cloudy,green,0.59,110,3,55,52,E
1/2/2025 10:00,8,Сансарын туннель,БЗД,1,6,truck,10.1,11.3,5,5,Clear,green,0.38,110,3,55,52,D
1/2/2025 10:00,8,Сансарын туннель,БЗД,2,19,car,16.5,8.8,18,15,Snow,red,0.4,110,3,55,52,D
1/2/2025 10:00,8,Сансарын туннель,БЗД,3,15,car,20.1,11.1,14,14,Clear,red,0.36,110,3,55,52,D
1/2/2025 10:15,8,Сансарын туннель,БЗД,1,17,car,13.8,8.5,15,15,Rain,green,0.35,110,3,55,52,C
1/2/2025 10:15,8,Сансарын туннель,БЗД,2,15,car,14.8,11.4,14,12,Cloudy,red,0.33,110,3,55,52,C
